Album_Popularity,Album_Name,Album_Owner,Release_Date,Song_Name,Track_Nr,Duration_Mins,Track_Id,Track_Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Artists
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Dark Fantasy,1,4.68,7yNK27ZTpHew0c55VvIJgm,71,0.599,0.587,5,-5.919,1,0.0423,0.274,0.0,0.167,0.373,87.998,['Kanye West']
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Gorgeous,2,5.96,23SZWX2IaDnxmhFsSLvkG2,73,0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,"['Kanye West', 'Kid Cudi', 'Raekwon']"
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,POWER,3,4.87,2gZUPNdnz5Y45eiGxpHGSc,81,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,['Kanye West']
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,All Of The Lights (Interlude),4,1.04,4D6TpthzUVNTjWQqfBW5Kb,62,0.296,0.0792,10,-16.569,0,0.0389,0.902,0.591,0.128,0.496,110.95,['Kanye West']
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,All Of The Lights,5,4.99,22L7bfCiAkJo5xGSQgmiIO,78,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,['Kanye West']
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Monster,6,6.31,1ZHYJ2Wwgxes4m8Ba88PeK,75,0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887,"['Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver']"
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,So Appalled,7,6.63,6K07Ahf6V7CAQn0ikrOztl,64,0.64,0.754,1,-5.873,0,0.283,0.255,0.0,0.63,0.584,87.15,"['Kanye West', 'JAY-Z', 'Pusha T', 'CyHi The Prynce', 'Swizz Beatz', 'RZA']"
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Devil In A New Dress,8,5.87,1UGD3lW3tDmgZfAVDh6w7r,79,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,"['Kanye West', 'Rick Ross']"
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Runaway,9,9.13,3DK6m7It6Pw857FcQftMds,79,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,"['Kanye West', 'Pusha T']"
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Hell Of A Life,10,5.46,3rCNmRonlHN1TXQLcG3dSk,65,0.449,0.813,8,-5.478,1,0.129,0.00142,0.000172,0.106,0.452,177.962,['Kanye West']
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Blame Game,11,7.83,4EndPA8b6FDWYp1RgsnLEB,64,0.419,0.581,10,-5.964,0,0.0688,0.306,6.3e-05,0.11,0.636,80.305,"['Kanye West', 'John Legend']"
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Lost In The World,12,4.28,2Im64pIz6m0EJKdUe6eZ8r,66,0.608,0.746,5,-5.249,0,0.184,0.115,0.0087,0.427,0.277,117.072,"['Kanye West', 'Bon Iver']"
86,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,Who Will Survive In America,13,1.64,4e5IPJxSGVWPsaxQzdRseN,57,0.677,0.842,1,-6.111,1,0.36,0.228,0.000684,0.856,0.595,116.166,['Kanye West']
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Feel Me (Intro),1,1.47,6cgdmmzBAsJAa4D6YkGVn7,23,0.832,0.489,2,-8.549,1,0.086,0.0282,0.373,0.126,0.333,135.043,['Big Boi']
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Daddy Fat Sax,2,2.61,3M9gRSZiKoxowU5Lwy7TRh,27,0.655,0.894,11,-3.376,0,0.327,0.015,0.0,0.115,0.625,94.566,['Big Boi']
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Turns Me On,3,3.49,1SJ1nVT9E1YS04rrLoMzvD,30,0.885,0.67,6,-5.122,0,0.292,0.298,0.000159,0.19,0.61,107.342,"['Big Boi', 'Sleepy Brown', 'Joi']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Follow Us,4,3.59,0ta9KivWqjZbGSrCYb0D0y,26,0.575,0.921,11,-4.235,0,0.284,0.2,0.0,0.256,0.836,90.679,"['Big Boi', 'Vonnegutt']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Shutterbugg,5,3.59,6llAqB4o2GS2Sx0rKvDIK0,58,0.611,0.902,2,-5.213,1,0.353,0.293,0.0,0.125,0.519,98.252,"['Big Boi', 'Cutty']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,General Patton,6,3.21,28ZSz4WvMO0Q3WHFQZesTB,26,0.44,0.611,1,-3.805,1,0.484,0.0143,0.0,0.26,0.315,73.772,['Big Boi']
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Tangerine,7,4.24,7EOcQ3n2pvC7MgzPWXA4R1,27,0.721,0.794,1,-5.398,0,0.283,0.0337,0.0,0.102,0.498,94.288,"['Big Boi', 'T.I.', 'Khujo Goodie']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,You Ain't No DJ,8,5.52,1nWPOeeeEaX3elRo01WsFI,25,0.783,0.713,4,-6.409,0,0.274,0.0368,1.6e-05,0.532,0.342,170.048,"['Big Boi', 'Yelawolf']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Hustle Blood,9,4.01,5RCITmiAwXjCosvwJmJvSx,24,0.647,0.703,6,-5.766,1,0.467,0.0262,0.0,0.0439,0.886,129.954,"['Big Boi', 'Jamie Foxx']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Be Still,10,5.17,0nz835zdEflBPOVm96NcRb,23,0.657,0.636,0,-5.617,1,0.16,0.464,0.0,0.519,0.691,119.707,"['Big Boi', 'Janelle Monáe']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Fo Yo Sorrows,11,3.7,4mVr1RaWOZb3hpYHv2651y,29,0.716,0.698,7,-6.024,1,0.169,0.0878,0.0,0.135,0.415,159.164,"['Big Boi', 'George Clinton', 'Too $hort', 'Sam Chris']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Night Night,12,3.76,5EDG3BjyW5r8yrQIIVFcYt,21,0.811,0.819,7,-5.471,1,0.332,0.0393,0.0,0.339,0.227,105.012,"['Big Boi', 'B.o.B', 'Joi']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Shine Blockas,13,3.76,768oXKQbRPMNRrAlvOTxLM,32,0.524,0.741,10,-3.686,0,0.17,0.0076,0.0,0.0621,0.458,170.903,"['Big Boi', 'Gucci Mane']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,The Train Pt. 2 (Sir Lucious Left Foot Saves The Day),14,5.35,4tUMNhk9PY5r3mWCPUwqWw,23,0.534,0.631,9,-5.971,0,0.339,0.0673,0.000178,0.146,0.441,85.807,"['Big Boi', 'Sam Chris']"
53,Sir Lucious Left Foot...The Son Of Chico Dusty,Big Boi,2010-01-01,Back Up Plan,15,3.72,6Sk3owf0p1JSN1xI7ox0qA,23,0.838,0.88,8,-4.102,1,0.0923,0.00803,0.000807,0.462,0.719,111.572,['Big Boi']
38,"Sit Down, Man",Das Racist,2010-09-14,Intro,1,0.45,5FGtl76salKN1qtF50mzYZ,0,0.543,0.578,5,-7.718,1,0.343,0.94,0.0,0.819,0.969,132.99,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,All Tan Everything,2,4.21,6j4QzQ0Sa1RUQ0cj5YxaDh,21,0.778,0.434,9,-11.361,1,0.325,0.231,0.0,0.351,0.83,87.0,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Puerto Rican Cousins,3,3.05,1p5ADe39MLhdUAEZhiVng2,16,0.604,0.484,4,-15.408,0,0.516,0.0991,0.0,0.35,0.7,99.342,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Hahahaha Jk,4,5.81,0QNfTRA4IlRfGXO1i4cyfP,20,0.568,0.802,6,-8.166,1,0.426,0.399,0.0,0.322,0.451,155.968,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Rown Business,5,4.0,6Ym0kKT2sI2PWOk0LaAb9I,15,0.546,0.698,11,-7.512,0,0.402,0.582,0.0,0.0937,0.586,84.255,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Commercial,6,4.16,72dl6CpcGXYrZuWymFpg8U,14,0.504,0.677,0,-7.438,1,0.288,0.197,0.0,0.109,0.422,149.824,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,People Are Strange,7,3.59,6l5Y0HJN86kSNdYvAOKp9f,16,0.773,0.823,7,-6.625,1,0.251,0.389,0.0,0.285,0.661,117.829,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Luv It Mayne,8,3.3,5cDFm65bA1uBHaMEFr8GDC,18,0.823,0.64,9,-7.125,0,0.321,0.411,0.0,0.0494,0.792,85.058,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Amazing,9,4.01,3mJUzJuWOycksXRBpYcyUy,20,0.571,0.879,11,-7.715,0,0.226,0.478,0.0,0.119,0.311,95.861,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Fashion Party,10,6.27,3maDT860CBKuq9ofswrctb,18,0.681,0.715,4,-7.987,0,0.0892,0.00197,0.376,0.403,0.357,99.983,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Rapping 2 U,11,4.68,5dpOM6lR94iK4EzK4lu3Aj,41,0.398,0.746,7,-7.995,0,0.46,0.0575,0.0,0.38,0.597,186.376,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Rooftop,12,4.94,2IvJEPfGQvFSa52wqFviUl,17,0.697,0.644,6,-6.869,0,0.296,0.00152,0.0,0.0729,0.457,169.912,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Irresponsible,13,3.82,3SfICIfrRQOKhv6TYCLRVW,11,0.792,0.665,2,-8.33,1,0.231,0.00733,0.0857,0.558,0.369,102.429,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Return to Innocence,14,5.15,3RbVhlVQ2gZJTlAIxY8DwO,14,0.504,0.939,5,-6.503,0,0.446,0.337,0.000994,0.111,0.587,155.945,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Julia,15,3.95,6m0OZU3n9NwSok4gwcBBsL,11,0.527,0.705,7,-9.845,1,0.36,0.0425,0.0012,0.0629,0.55,113.662,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Roc Marciano Joint,16,4.31,2YylIwheoruNvjbPSoxJHy,12,0.599,0.868,4,-6.656,0,0.351,0.284,0.0,0.168,0.293,163.897,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,You Can Sell Anything,17,3.06,63oB3jU6xkchS1nDpyCIZn,13,0.653,0.788,2,-6.652,1,0.411,0.255,0.0,0.148,0.815,101.99,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,"Sit Down, Man",18,3.93,0KMZ3AXj4HglfIv9it2XaF,18,0.43,0.69,8,-6.277,1,0.346,0.134,0.00427,0.523,0.438,87.059,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,"Sit Down, People",19,0.96,5NuLtWBsOnv1YHUH1RCPuu,9,0.784,0.505,6,-12.943,0,0.62,0.0749,5.59e-05,0.0761,0.459,78.807,"['Das Racist', 'Heems']"
38,"Sit Down, Man",Das Racist,2010-09-14,Free Jazzmatazz,20,4.3,40b7LSiKqLn9IzCFRHCsvz,10,0.658,0.684,1,-9.709,1,0.302,0.126,0.0,0.0919,0.547,92.985,"['Das Racist', 'Heems']"
82,Plastic Beach,Gorillaz,2010-03-03,Orchestral Intro (feat. Sinfonia ViVA),1,1.16,3s2f6XU5sJ6aqEe7GgDBta,50,0.107,0.376,4,-12.342,1,0.0397,0.982,0.905,0.347,0.0334,161.42,"['Gorillaz', 'Sinfonia ViVa']"
82,Plastic Beach,Gorillaz,2010-03-03,Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),2,3.59,46WOptLnXUtH3LOyYvmMO1,55,0.645,0.777,2,-7.235,1,0.0418,0.00653,0.0039,0.119,0.331,88.455,"['Gorillaz', 'Hypnotic Brass Ensemble', 'Snoop Dogg']"
82,Plastic Beach,Gorillaz,2010-03-03,"White Flag (feat. Bashy, Kano and the National Orchestra for Arabic Music)",3,3.72,3famfyGuWw5QFcVO5Xk1uW,53,0.73,0.639,0,-6.987,1,0.142,0.0725,0.000795,0.174,0.563,102.333,"['Gorillaz', 'Bashy', 'Kano', 'The National Orchestra for Arabic Music']"
82,Plastic Beach,Gorillaz,2010-03-03,Rhinestone Eyes,4,3.34,1foMv2HQwfQ2vntFf9HFeG,82,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,['Gorillaz']
82,Plastic Beach,Gorillaz,2010-03-03,Stylo (feat. Mos Def and Bobby Womack),5,4.51,6LUfuyLgvgqrykiTE6sJHY,66,0.686,0.751,10,-5.747,0,0.0604,0.00604,0.000849,0.0979,0.851,100.222,"['Gorillaz', 'Bobby Womack', 'Mos Def']"
82,Plastic Beach,Gorillaz,2010-03-03,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),6,2.91,1UJNbgfTzG1gZZTWFJdMf1,62,0.705,0.751,7,-4.767,1,0.287,0.0598,2.51e-06,0.907,0.819,80.727,"['Gorillaz', 'Gruff Rhys', 'De La Soul']"
82,Plastic Beach,Gorillaz,2010-03-03,Empire Ants (feat. Little Dragon),7,4.73,3a6PN6BRB8PP3ms48s7kU1,69,0.601,0.772,0,-4.137,0,0.031,0.181,0.0543,0.0928,0.294,99.445,"['Gorillaz', 'Little Dragon']"
82,Plastic Beach,Gorillaz,2010-03-03,Glitter Freeze (feat. Mark E Smith),8,4.05,4EJFCpthcrP6oOUUXQZ22Z,53,0.259,0.73,0,-4.856,1,0.0536,5.57e-05,0.767,0.166,0.156,90.392,"['Gorillaz', 'Mark E. Smith']"
82,Plastic Beach,Gorillaz,2010-03-03,Some Kind of Nature (feat. Lou Reed),9,3.0,4M88Wd7Aps5LGRWMOC7gSH,57,0.769,0.75,10,-5.092,1,0.0304,0.115,0.0208,0.0909,0.942,97.229,"['Gorillaz', 'Lou Reed']"
82,Plastic Beach,Gorillaz,2010-03-03,On Melancholy Hill,10,3.9,0q6LuUqGLUiCPP1cbdwFs3,78,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,['Gorillaz']
82,Plastic Beach,Gorillaz,2010-03-03,Broken,11,3.28,3THFKx88trZuOFlssVLJ5G,60,0.493,0.918,0,-4.618,1,0.034,0.00452,0.0858,0.427,0.703,158.897,['Gorillaz']
82,Plastic Beach,Gorillaz,2010-03-03,Sweepstakes (feat. Mos Def and Hypnotic Brass Ensemble),12,5.34,5SM5amC17V4itA5jxIICjS,50,0.724,0.803,5,-4.017,0,0.178,0.114,0.0,0.214,0.565,138.17,"['Gorillaz', 'Hypnotic Brass Ensemble', 'Mos Def']"
82,Plastic Beach,Gorillaz,2010-03-03,Plastic Beach (feat. Mick Jones and Paul Simonon),13,3.79,2nZ33CKRbgpJQJJQKHuGXb,68,0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78,"['Gorillaz', 'Mick Jones', 'Paul Simonon']"
82,Plastic Beach,Gorillaz,2010-03-03,To Binge (feat. Little Dragon),14,3.93,1dvOwoHwZB9SwvRw2Gv3nz,58,0.576,0.511,2,-7.006,1,0.0315,0.58,3.89e-05,0.261,0.957,206.473,"['Gorillaz', 'Little Dragon']"
82,Plastic Beach,Gorillaz,2010-03-03,Cloud of Unknowing (feat. Bobby Womack and Sinfonia ViVA),15,3.1,0NDOVMOT6ah2k6HuXLrq5x,50,0.261,0.259,7,-12.056,1,0.033,0.812,0.0378,0.744,0.064,66.743,"['Gorillaz', 'Bobby Womack', 'Sinfonia ViVa']"
82,Plastic Beach,Gorillaz,2010-03-03,Pirate Jet,16,2.54,0xSF7iHZQxaZYMAiBfobms,53,0.664,0.576,10,-7.009,0,0.0368,0.0056,0.019,0.438,0.216,91.977,['Gorillaz']
35,Apollo Kids,Ghostface Killah,2010-01-01,Purified Thoughts,1,3.51,0VaV3T7sdm2V4Ftyp61ARH,24,0.283,0.926,0,-1.868,1,0.303,0.0131,0.0,0.361,0.669,85.795,"['Ghostface Killah', 'GZA', 'Killah Priest']"
35,Apollo Kids,Ghostface Killah,2010-01-01,Superstar,2,3.13,62nWbfUUd5IW144AoN3rUs,19,0.641,0.986,0,-2.875,0,0.278,0.235,0.0,0.0995,0.568,113.058,"['Ghostface Killah', 'Busta Rhymes']"
35,Apollo Kids,Ghostface Killah,2010-01-01,Black Tequila,3,3.72,5Hwq8pjOWOrlrq9tuPj1ca,19,0.463,0.989,1,-0.917,1,0.433,0.0521,0.0,0.0878,0.549,127.588,"['Ghostface Killah', 'Cappadonna', 'Trife']"
35,Apollo Kids,Ghostface Killah,2010-01-01,Drama,4,4.47,67nUJgWtCC0AeoKe2DTk5h,16,0.744,0.948,7,-4.001,1,0.338,0.0536,0.0,0.0977,0.682,84.999,"['Ghostface Killah', 'Joell Ortiz', 'The Game']"
35,Apollo Kids,Ghostface Killah,2010-01-01,2getha Baby,5,3.02,4JT1R1Mhz3EWNRMI86mRDz,30,0.572,0.868,11,-2.004,1,0.0752,0.341,0.0,0.372,0.688,99.859,['Ghostface Killah']
35,Apollo Kids,Ghostface Killah,2010-01-01,Starkology,6,2.42,4sKbDDcPjYnQ6570oGBtDB,14,0.674,0.957,11,-2.087,0,0.364,0.0241,0.0,0.0563,0.766,107.023,['Ghostface Killah']
35,Apollo Kids,Ghostface Killah,2010-01-01,In Tha Park,7,3.78,34RHYZFXumEjWfWeBAKNW2,19,0.423,0.936,11,-1.459,1,0.381,0.0766,0.0,0.552,0.718,93.651,"['Ghostface Killah', 'Black Thought']"
35,Apollo Kids,Ghostface Killah,2010-01-01,How You Like Me Baby,8,3.24,4680LBx4H7dQKDP0lXNwu5,17,0.473,0.807,6,-3.59,1,0.102,0.00332,0.0,0.158,0.458,93.472,['Ghostface Killah']
35,Apollo Kids,Ghostface Killah,2010-01-01,Handcuffin' Them Hoes,9,2.5,3tffBO8emQ3fL0jiWAHx5w,13,0.681,0.975,10,-2.379,0,0.364,0.161,0.0,0.412,0.718,97.796,"['Ghostface Killah', 'Jim Jones']"
35,Apollo Kids,Ghostface Killah,2010-01-01,Street Bullies,10,3.29,4Jn2FzVJfHrzNjdeuMz5ta,15,0.382,0.968,1,-1.68,1,0.352,0.112,0.0,0.0845,0.782,83.688,"['Ghostface Killah', 'Sheek Louch', 'Wiggs', 'Sun God']"
35,Apollo Kids,Ghostface Killah,2010-01-01,Ghetto,11,4.15,1dOilEdjk2IgPbBepU9Xib,36,0.479,0.893,9,-2.319,0,0.324,0.048,0.0,0.29,0.609,100.0,"['Ghostface Killah', 'Raekwon', 'Cappadonna', 'U-God']"
35,Apollo Kids,Ghostface Killah,2010-01-01,Troublemakers,12,3.68,5tsIyepsi5EAR3xp93Iv3W,20,0.381,0.938,6,-2.177,0,0.39,0.0799,0.0,0.291,0.692,175.366,"['Ghostface Killah', 'Raekwon', 'Method Man', 'Redman']"
58,How I Got Over,The Roots,2010-06-22,A Peace Of Light,1,1.84,2rByGzndD0TKPWDXOdF2hg,30,0.652,0.127,5,-18.055,0,0.0411,0.823,0.144,0.156,0.298,91.506,"['The Roots', 'Amber Coffman', 'Angel Deradoorian', 'Haley Dekle']"
58,How I Got Over,The Roots,2010-06-22,Walk Alone,2,3.92,5KNvpe4CaytSHjPXnQI6zU,38,0.709,0.607,1,-8.526,1,0.194,0.287,0.0,0.101,0.547,86.901,"['The Roots', 'Truck North', 'P.O.R.N.', 'Dice Raw']"
58,How I Got Over,The Roots,2010-06-22,Dear God 2.0,3,3.86,0gDRvWeq0Qcg9KKEGGjFKE,36,0.687,0.533,0,-9.077,0,0.19,0.0932,0.0,0.343,0.196,81.365,"['The Roots', 'Monsters Of Folk']"
58,How I Got Over,The Roots,2010-06-22,Radio Daze,4,4.27,4o6Uq3dNrfs6kVOm3u1FL5,35,0.647,0.948,1,-3.786,1,0.196,0.0964,0.0418,0.0705,0.421,178.216,"['The Roots', 'Blu', 'P.O.R.N.', 'Dice Raw']"
58,How I Got Over,The Roots,2010-06-22,Now Or Never,5,4.57,1j7WYjy5ZWG6XvayzsEbj4,42,0.741,0.805,8,-4.83,1,0.0755,0.0144,0.000149,0.374,0.916,92.934,"['The Roots', 'Phonte', 'Dice Raw']"
58,How I Got Over,The Roots,2010-06-22,How I Got Over,6,3.56,51bnnsURQ9bITMraBp4Vbu,47,0.637,0.793,5,-4.538,0,0.0821,0.00575,0.0,0.597,0.81,122.251,['The Roots']
58,How I Got Over,The Roots,2010-06-22,DillaTUDE: The Flight Of Titus,7,0.7,5a5MpbIzMTC0zmzyCNvs9q,28,0.766,0.0957,4,-21.202,1,0.0873,0.425,0.911,0.118,0.179,95.356,['The Roots']
58,How I Got Over,The Roots,2010-06-22,The Day,8,3.74,58vsA5Rs4OoZYFJMJW5et8,37,0.698,0.683,6,-7.432,0,0.243,0.201,0.0,0.101,0.325,94.878,"['The Roots', 'Blu', 'Phonte', 'Patty Crash']"
58,How I Got Over,The Roots,2010-06-22,Right On,9,3.6,0QZkqy0yPdZ4KR8mroQ8CN,56,0.817,0.769,10,-3.119,0,0.151,0.0136,0.0437,0.456,0.758,93.969,"['The Roots', 'Joanna Newsom', 'STS']"
58,How I Got Over,The Roots,2010-06-22,Doin' It Again,10,2.39,0lqJDuFQEPTbxVJyREf4DH,32,0.612,0.937,1,-1.957,1,0.239,0.082,1.28e-05,0.0679,0.497,171.587,['The Roots']
58,How I Got Over,The Roots,2010-06-22,The Fire,11,3.68,1iP5UMdOsGz6EdltGbbcb7,60,0.67,0.956,1,-4.381,1,0.16,0.177,3.65e-05,0.726,0.337,173.966,"['The Roots', 'John Legend']"
58,How I Got Over,The Roots,2010-06-22,Tunnel Vision,12,0.68,1PBq1dnjzvQj5jemfRzAec,27,0.759,0.93,7,-5.028,0,0.1,0.0387,0.849,0.0776,0.939,93.742,['The Roots']
58,How I Got Over,The Roots,2010-06-22,Web 20/20,13,2.77,3kv5JrPEwD4D6nE5RdC8Ui,28,0.599,0.907,2,-3.349,1,0.383,0.111,0.0,0.39,0.765,98.888,"['The Roots', 'Peedi Peedi', 'Truck North']"
58,How I Got Over,The Roots,2010-06-22,Hustla,14,2.94,0Q1tCh3vAv5MtM9P5kt64u,27,0.61,0.882,6,-3.337,0,0.41,0.0536,0.0,0.339,0.424,170.457,"['The Roots', 'STS']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Example,1,2.01,3O12z8A2IYJFJg2dON3Zeg,27,0.677,0.585,7,-7.915,1,0.0541,0.0161,0.0,0.318,0.745,86.975,['Curren$y']
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Audio Dope II,2,4.18,382DODJWYS8OfKQaidtFOF,31,0.554,0.609,1,-9.714,1,0.325,0.00899,1.51e-06,0.0814,0.697,139.583,['Curren$y']
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,King Kong,3,3.02,55Y3l68EcXW8wpfUdEJKqo,28,0.538,0.749,11,-9.364,1,0.513,0.0466,0.0,0.125,0.461,99.527,['Curren$y']
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Seat Change,4,3.86,5BV1DhDR6CHLs74OfCa23Z,27,0.568,0.622,0,-10.737,1,0.277,0.00985,0.0,0.193,0.53,144.787,"['Curren$y', 'Snoop Dogg']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Breakfast,5,2.83,4om3OBmhbN30hOwCDXaJwi,36,0.472,0.661,7,-8.055,1,0.193,0.0124,1.27e-05,0.0671,0.36,92.033,['Curren$y']
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Roasted,6,4.42,1PTkMUOerEKtFfgEKfdgfM,39,0.502,0.673,1,-8.5,1,0.363,0.265,0.0,0.126,0.427,155.474,"['Curren$y', 'Trademark', 'Young Roddy']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Skybourne,7,4.27,4b49vxe0QEaXuSO98nGrSM,34,0.699,0.684,4,-7.79,0,0.306,0.247,2.38e-06,0.126,0.647,85.798,"['Curren$y', 'Big K.R.I.T.', 'Smoke DZA']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,The Hangover,8,3.39,6FWJUQYPeZq71nq2C9nUl7,28,0.763,0.604,7,-9.221,1,0.0764,0.273,0.0,0.115,0.559,111.034,"['Curren$y', 'Sir Michael Rocks']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,The Day,9,3.42,1mmeFNd0C1DIWc2shOO7Ht,34,0.515,0.881,2,-7.121,1,0.304,0.0122,0.0,0.203,0.551,151.977,"['Curren$y', 'Mos Def', 'Jay Electronica']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Prioritize,10,3.23,0KZ7g42j9IZjsh0aS6afcC,28,0.636,0.837,4,-8.927,1,0.337,0.411,0.0,0.132,0.55,119.31,"['Curren$y', 'Nes Phips']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Chilled Coughphee,11,2.14,1YWT0yw9TsANt8QC2D22mg,26,0.722,0.615,5,-7.804,1,0.267,0.225,3.12e-05,0.113,0.708,83.993,"['Curren$y', 'Devin The Dude']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Address,12,3.11,0RvjUncidjf0Mq3G0eXOaO,33,0.465,0.862,1,-7.093,1,0.406,0.154,0.0,0.138,0.61,117.731,"['Curren$y', 'Stalley']"
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Life Under the Scope,13,3.07,2PuxA1RnYXkIjkbzKawGum,30,0.714,0.698,2,-7.842,1,0.101,0.199,9.67e-06,0.0866,0.319,94.005,['Curren$y']
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Airborne Aquaruim,1,2.85,71vuS1nprefkBeCK344TEL,49,0.609,0.942,5,-5.363,0,0.365,0.0116,0.0,0.22,0.368,121.433,['Curren$y']
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Micheal Knight,2,3.25,6T0c7qAtJeayOQJOuIQHcs,30,0.632,0.766,10,-6.574,0,0.19,0.0159,0.0,0.145,0.527,85.066,['Curren$y']
52,Pilot Talk: Trilogy,Curren$y,2017-06-09,Montreux,3,2.06,4OzTMSoFeG7VC10k47eghi,28,0.599,0.756,5,-5.929,0,0.134,0.0837,0.0,0.132,0.724,77.825,['Curren$y']
